Vervet-AGM gene name	Gene name
	AC010184.1
	AC022215.2
ARSH	ARSH
	SNX19P1
IBSP	IBSP
	OR4K11P
PLSCR3	PLSCR3
PLSCR3	PLSCR3
PLSCR3	PLSCR3
PLSCR3	PLSCR3
PLSCR3	PLSCR3
PLSCR3	PLSCR3
PLSCR3	PLSCR3
PLSCR3	PLSCR3
PLSCR3	PLSCR3
PLSCR3	PLSCR3
PLSCR3	PLSCR3
PLSCR3	PLSCR3
PLSCR3	PLSCR3
	LINC01674
	LINC01674
	LINC01674
	LINC01674
ZBTB38	ZBTB38
ZBTB38	ZBTB38
ZBTB38	ZBTB38
ZBTB38	ZBTB38
ZBTB38	ZBTB38
ZBTB38	ZBTB38
ZBTB38	ZBTB38
ZBTB38	ZBTB38
ZBTB38	ZBTB38
ZBTB38	ZBTB38
ZBTB38	ZBTB38
ZBTB38	ZBTB38
ZBTB38	ZBTB38
ZBTB38	ZBTB38
ZBTB38	ZBTB38
ZBTB38	ZBTB38
ZBTB38	ZBTB38
ZBTB38	ZBTB38
ZBTB38	ZBTB38
ZBTB38	ZBTB38
ZBTB38	ZBTB38
ZBTB38	ZBTB38
ZBTB38	ZBTB38
	TPM3P7
	AC064847.1
	PTGES3P2
	BX322784.1
	AC026310.1
	MTND1P31
TARS1	TARS1
TARS1	TARS1
TARS1	TARS1
TARS1	TARS1
TARS1	TARS1
TARS1	TARS1
TARS1	TARS1
TARS1	TARS1
TARS1	TARS1
TARS1	TARS1
TARS1	TARS1
TARS1	TARS1
TARS1	TARS1
TARS1	TARS1
TARS1	TARS1
TARS1	TARS1
ITPR3	ITPR3
ITPR3	ITPR3
	AC116563.1
	MTND2P25
	RPL29P2
	RPL29P2
	OR4K12P
	ZFRP1
	AL365356.1
	AL365356.1
ADAM12	ADAM12
ADAM12	ADAM12
ADAM12	ADAM12
ADAM12	ADAM12
ADAM12	ADAM12
ADAM12	ADAM12
ADAM12	ADAM12
	MTND4P33
	LINC01300
	LINC01300
	MTND5P35
IFT52	IFT52
IFT52	IFT52
IFT52	IFT52
IFT52	IFT52
IFT52	IFT52
IFT52	IFT52
IFT52	IFT52
IFT52	IFT52
IFT52	IFT52
DNAH2	DNAH2
DNAH2	DNAH2
DNAH2	DNAH2
DNAH2	DNAH2
DNAH2	DNAH2
DNAH2	DNAH2
	AC068700.1
	AC100803.7
	AC126755.1
	AC126755.1
	AC126755.1
	AC126755.1
	AC126755.1
	AC126755.1
	AC068700.2
	MTCYBP27
	AL163642.1
	SMG1P4
	SMG1P4
	SMG1P4
	SMG1P4
	SMG1P4
	SMG1P4
ESS2	ESS2
ESS2	ESS2
ESS2	ESS2
ESS2	ESS2
	AC135279.2
XPOT	XPOT
XPOT	XPOT
XPOT	XPOT
XPOT	XPOT
XPOT	XPOT
XPOT	XPOT
	NPIPA8
	NPIPA8
	NPIPA8
RPS6	RPS6
RPS6	RPS6
RPS6	RPS6
RPS6	RPS6
RPS6	RPS6
AMPD2	AMPD2
AMPD2	AMPD2
AMPD2	AMPD2
AMPD2	AMPD2
AMPD2	AMPD2
AMPD2	AMPD2
AMPD2	AMPD2
AMPD2	AMPD2
AMPD2	AMPD2
AMPD2	AMPD2
AMPD2	AMPD2
AMPD2	AMPD2
AMPD2	AMPD2
AMPD2	AMPD2
AMPD2	AMPD2
AMPD2	AMPD2
AMPD2	AMPD2
AMPD2	AMPD2
AMPD2	AMPD2
AMPD2	AMPD2
AMPD2	AMPD2
AMPD2	AMPD2
AMPD2	AMPD2
AMPD2	AMPD2
AMPD2	AMPD2
AMPD2	AMPD2
AMPD2	AMPD2
AMPD2	AMPD2
AMPD2	AMPD2
AMPD2	AMPD2
AMPD2	AMPD2
AMPD2	AMPD2
AMPD2	AMPD2
	AL391497.1
	RFESDP1
	AC126755.7
	AL450467.1
GATA2	GATA2
GATA2	GATA2
GATA2	GATA2
GATA2	GATA2
GATA2	GATA2
GATA2	GATA2
	AL353614.1
	OR8R1P
	BASP1P1
	LINC00621
	LINC00621
	LINC00621
	LINC00621
	LINC00621
	MTND5P16
	LY6G6F
	AC117435.1
	AC016526.4
	AC063944.2
	MTND1P16
	NUS1P2
	FCF1P3
	MTND4LP3
GPATCH2L	GPATCH2L
GPATCH2L	GPATCH2L
GPATCH2L	GPATCH2L
GPATCH2L	GPATCH2L
GPATCH2L	GPATCH2L
GPATCH2L	GPATCH2L
GPATCH2L	GPATCH2L
GPATCH2L	GPATCH2L
GPATCH2L	GPATCH2L
GPATCH2L	GPATCH2L
GPATCH2L	GPATCH2L
GPATCH2L	GPATCH2L
GPATCH2L	GPATCH2L
GPATCH2L	GPATCH2L
	AL157931.1
	MTATP6P22
	BMP7-AS1
	DUBR
	DUBR
	DUBR
	DUBR
	DUBR
	DUBR
	DUBR
	DUBR
	DUBR
	DUBR
	DUBR
	DUBR
	DUBR
	DUBR
	DUBR
	DUBR
	DUBR
	DUBR
	DUBR
	DUBR
	DUBR
	DUBR
	DUBR
	DUBR
	DUBR
	DUBR
	DUBR
	DUBR
	DUBR
	DUBR
	DUBR
	DUBR
	DUBR
	AUXG01000058.1
	AL157931.2
BMP7	BMP7
BMP7	BMP7
BMP7	BMP7
BMP7	BMP7
BMP7	BMP7
BMP7	BMP7
BMP7	BMP7
BMP7	BMP7
BMP7	BMP7
	HMGA1P6
	LINC00362
	AC009060.2
KLB	KLB
	AL662899.3
	NPIPB4
	NPIPB4
	NPIPB4
	NPIPB4
	NPIPB4
	NPIPB4
	NPIPB4
	NPIPB4
	NPIPB4
	NPIPB4
	NPIPB4
	NPIPB4
	NPIPB4
	NPIPB4
	NPIPB4
	NPIPB4
	NPIPB4
	NPIPB4
	NPIPB4
	NPIPB4
	NPIPB4
	NPIPB4
RBM18	RBM18
RBM18	RBM18
RBM18	RBM18
	AC025755.1
LHFPL2	LHFPL2
LHFPL2	LHFPL2
LHFPL2	LHFPL2
LHFPL2	LHFPL2
LHFPL2	LHFPL2
LHFPL2	LHFPL2
LHFPL2	LHFPL2
LHFPL2	LHFPL2
CDCA3	CDCA3
CDCA3	CDCA3
CDCA3	CDCA3
CDCA3	CDCA3
CDCA3	CDCA3
CDCA3	CDCA3
CDCA3	CDCA3
CDCA3	CDCA3
CDCA3	CDCA3
CDCA3	CDCA3
CDCA3	CDCA3
CDCA3	CDCA3
	LY6G6E
	LY6G6E
	LY6G6E
	LY6G6E
	AC234644.1
COPG2	COPG2
COPG2	COPG2
COPG2	COPG2
ZNF638	ZNF638
ZNF638	ZNF638
ZNF638	ZNF638
ZNF638	ZNF638
ZNF638	ZNF638
ZNF638	ZNF638
ZNF638	ZNF638
ZNF638	ZNF638
ZNF638	ZNF638
ZNF638	ZNF638
ZNF638	ZNF638
ZNF638	ZNF638
ZNF638	ZNF638
ZNF638	ZNF638
ZNF638	ZNF638
ZNF638	ZNF638
ZNF638	ZNF638
ZNF638	ZNF638
ZNF638	ZNF638
ZNF638	ZNF638
ZNF638	ZNF638
ZNF638	ZNF638
ZNF638	ZNF638
ZNF638	ZNF638
ZNF638	ZNF638
ZNF638	ZNF638
ZNF638	ZNF638
ABHD16A	ABHD16A
ABHD16A	ABHD16A
ABHD16A	ABHD16A
ABHD16A	ABHD16A
ABHD16A	ABHD16A
ABHD16A	ABHD16A
ABHD16A	ABHD16A
ABHD16A	ABHD16A
ABHD16A	ABHD16A
ABHD16A	ABHD16A
ABHD16A	ABHD16A
ABHD16A	ABHD16A
ABHD16A	ABHD16A
ABHD16A	ABHD16A
ABHD16A	ABHD16A
ABHD16A	ABHD16A
RET	RET
RET	RET
RET	RET
RET	RET
RET	RET
RET	RET
RET	RET
RET	RET
RET	RET
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
	LINC00882
MRRF	MRRF
MRRF	MRRF
MRRF	MRRF
MRRF	MRRF
MRRF	MRRF
MRRF	MRRF
MRRF	MRRF
MRRF	MRRF
MRRF	MRRF
MRRF	MRRF
MRRF	MRRF
MRRF	MRRF
	AC008802.1
	HMGB1P21
	SMG1P7
	SMG1P7
	SMG1P7
	SMG1P7
	AL391834.2
	AL163642.2
	AL139246.1
	IGLC3
	FAM90A6P
	IGLJ4
	IGLC4
	FAM90A7P
	EXOSC6
ACVR1B	ACVR1B
ACVR1B	ACVR1B
ACVR1B	ACVR1B
ACVR1B	ACVR1B
ACVR1B	ACVR1B
ACVR1B	ACVR1B
ACVR1B	ACVR1B
TGM5	TGM5
TGM5	TGM5
TGM5	TGM5
TGM5	TGM5
TGM5	TGM5
TGM5	TGM5
TGM5	TGM5
TGM5	TGM5
	FAM90A21P
	GATA2-AS1
	GATA2-AS1
	GATA2-AS1
	GATA2-AS1
	EPS15-AS1
	EPS15-AS1
	AL671986.1
	GEMIN8P4
	AC104170.1
EPS15	EPS15
EPS15	EPS15
EPS15	EPS15
EPS15	EPS15
EPS15	EPS15
EPS15	EPS15
EPS15	EPS15
EPS15	EPS15
EPS15	EPS15
SHH	SHH
SHH	SHH
SHH	SHH
SHH	SHH
SHH	SHH
TSSK2	TSSK2
	AL390778.1
	AL390778.2
	RARRES2P10
SNX13	SNX13
SNX13	SNX13
SNX13	SNX13
SNX13	SNX13
SNX13	SNX13
SNX13	SNX13
SNX13	SNX13
SNX13	SNX13
SNX13	SNX13
SNX13	SNX13
SNX13	SNX13
SNX13	SNX13
SNX13	SNX13
	AGGF1P6
	AL139317.3
	AL139317.3
	GPR20
	DBIL5P
	DBIL5P
	DBIL5P
	DBIL5P
	C9orf62
GNPNAT1	GNPNAT1
GNPNAT1	GNPNAT1
GNPNAT1	GNPNAT1
GNPNAT1	GNPNAT1
GNPNAT1	GNPNAT1
GNPNAT1	GNPNAT1
GEMIN4	GEMIN4
GEMIN4	GEMIN4
GEMIN4	GEMIN4
GEMIN4	GEMIN4
GEMIN4	GEMIN4
GEMIN4	GEMIN4
GEMIN4	GEMIN4
	C2orf69P2
	AC018558.2
TTYH3	TTYH3
TTYH3	TTYH3
TTYH3	TTYH3
TTYH3	TTYH3
TTYH3	TTYH3
TTYH3	TTYH3
TTYH3	TTYH3
	AC018558.3
LDLRAD3	LDLRAD3
LDLRAD3	LDLRAD3
LDLRAD3	LDLRAD3
LDLRAD3	LDLRAD3
LDLRAD3	LDLRAD3
LDLRAD3	LDLRAD3
	AC018558.7
	AC018558.1
	AC018558.1
	AC018558.1
	AC018558.1
	AC018558.1
	AC018558.1
	AC018558.1
	AC018558.1
	AC018558.1
MYOZ2	MYOZ2
	WHAMMP3
	WHAMMP3
	WHAMMP3
	WHAMMP3
	AC016526.2
	TP53TG3HP
	TP53TG3HP
	AL353615.1
	AL353615.1
	AL353615.1
	NDUFB4P4
EIF5A2	EIF5A2
EIF5A2	EIF5A2
EIF5A2	EIF5A2
EIF5A2	EIF5A2
EIF5A2	EIF5A2
	AC009052.1
	HLA-N
	AL138960.1
	AC138649.2
	CR759890.1
	AC021218.1
	AL162457.2
	AL162457.2
	AC138649.5
ARSF	ARSF
ARSF	ARSF
DAZL	DAZL
DAZL	DAZL
DAZL	DAZL
	XAGE1A
	XAGE1A
	XAGE1A
	XAGE1A
	AC138649.4
	AC093813.1
	AC023300.1
	RPL12P31
CDH4	CDH4
CDH4	CDH4
CDH4	CDH4
	AC129502.1
	AC023300.3
	AL136146.2
	AL136146.1
CCDC33	CCDC33
CCDC33	CCDC33
CCDC33	CCDC33
CCDC33	CCDC33
CCDC33	CCDC33
CCDC33	CCDC33
CCDC33	CCDC33
CCDC33	CCDC33
CCDC33	CCDC33
CCDC33	CCDC33
CCDC33	CCDC33
CCDC33	CCDC33
SERP2	SERP2
SERP2	SERP2
SERP2	SERP2
SERP2	SERP2
	AL122058.1
	AL122058.1
	RPL39P39
	MTCO3P35
	AC063944.3
	AC080097.2
CCDC54	CCDC54
CNTN3	CNTN3
CNTN3	CNTN3
DDX23	DDX23
DDX23	DDX23
DDX23	DDX23
DDX23	DDX23
DDX23	DDX23
DDX23	DDX23
DDX23	DDX23
DDX23	DDX23
DDX23	DDX23
DDX23	DDX23
DDX23	DDX23
DDX23	DDX23
DDX23	DDX23
DDX23	DDX23
DDX23	DDX23
DDX23	DDX23
DDX23	DDX23
DDX23	DDX23
	MTND3P6
	MTND6P6
	AC074043.1
	MTND2P14
	MTND4P16
	SHISA8
	SHISA8
	MTCO1P35
	AC063944.1
	AC063944.1
	AC063944.1
	AC063944.1
	AC063944.1
	AC063944.1
	AC063944.1
	AC063944.1
	AC063944.1
	AC063944.1
	AC063944.1
	PDCD6IPP1
	PDCD6IPP1
	AC117383.2
	AC022215.1
CHMP4B	CHMP4B
	AC138649.3
	AC131956.2
	AC131956.2
	TMED10P2
	AC080005.1
	TMEM256-PLSCR3
	TMEM256-PLSCR3
	TMEM256-PLSCR3
	TMEM256-PLSCR3
UNG	UNG
UNG	UNG
UNG	UNG
UNG	UNG
UNG	UNG
	UBQLN1P1
	AC131956.3
	RBM22P7
	AC131956.1
	MICC
	SOCS5P2
	AP000357.2
	AC138649.1
	AC138649.1
	AC138649.1
	ARHGEF7-AS1
	RPS2P32
	ARHGEF7-AS2
	AP000358.1
	CRIP1P4
	ARHGEF7-IT1
	AL353704.1
NR4A2	NR4A2
NR4A2	NR4A2
NR4A2	NR4A2
NR4A2	NR4A2
NR4A2	NR4A2
NR4A2	NR4A2
NR4A2	NR4A2
NR4A2	NR4A2
NR4A2	NR4A2
NR4A2	NR4A2
	AL390754.1
PPP1R26	PPP1R26
PPP1R26	PPP1R26
PPP1R26	PPP1R26
PPP1R26	PPP1R26
PPP1R26	PPP1R26
PPP1R26	PPP1R26
PPP1R26	PPP1R26
SLC41A2	SLC41A2
SLC41A2	SLC41A2
SLC41A2	SLC41A2
SLC41A2	SLC41A2
SLC41A2	SLC41A2
SLC41A2	SLC41A2
SLC41A2	SLC41A2
SLC41A2	SLC41A2
SLC41A2	SLC41A2
SLC41A2	SLC41A2
	AC097654.1
	LINC02506
	LINC02506
	LINC02506
	LINC02506
	LINC02506
	LINC02506
	LINC02506
	LINC02506
NIPA1	NIPA1
NIPA1	NIPA1
NIPA1	NIPA1
NIPA1	NIPA1
NIPA1	NIPA1
NIPA1	NIPA1
NIPA1	NIPA1
TTL	TTL
TTL	TTL
TTL	TTL
TTL	TTL
SLC7A11	SLC7A11
SLC7A11	SLC7A11
	LINC02353
	LINC00691
	LINC00691
	AC068888.2
	AC068888.1
	AC068888.1
	AC068888.1
	AC068888.1
	AC068888.1
	AC068888.1
	AC068888.1
	AC068888.1
	AC068888.1
	AC068888.1
	AC068888.1
	AC068888.1
	AC068888.1
	AC068888.1
	AC068888.1
	AC068888.1
	AC068888.1
	AC068888.1
	AC068888.1
	AC068888.1
	AC068888.1
	AC068888.1
	AC068888.1
	AC068888.1
TRA2A	TRA2A
TRA2A	TRA2A
TRA2A	TRA2A
TRA2A	TRA2A
TRA2A	TRA2A
TRA2A	TRA2A
TRA2A	TRA2A
TRA2A	TRA2A
TRA2A	TRA2A
TRA2A	TRA2A
TRA2A	TRA2A
TRA2A	TRA2A
	NPM1P23
	LINC01058
	AC116611.1
	AC116611.1
	AC234644.2
	MESTIT1
	MESTIT1
	UBE2L5
	UBE2L5
	UBE2L5
NUDT18	NUDT18
NUDT18	NUDT18
ANGPTL5	ANGPTL5
ANGPTL5	ANGPTL5
USP53	USP53
USP53	USP53
USP53	USP53
USP53	USP53
USP53	USP53
USP53	USP53
USP53	USP53
USP53	USP53
USP53	USP53
	AC007938.2
TSGA13	TSGA13
TSGA13	TSGA13
TSGA13	TSGA13
TSGA13	TSGA13
	MIR548A1HG
	MIR548A1HG
	MIR548A1HG
	TPM3P2
	ALDH3B1
	ALDH3B1
	ALDH3B1
	ALDH3B1
	ALDH3B1
	ALDH3B1
	ALDH3B1
	ALDH3B1
	ALDH3B1
	ALDH3B1
	AC017013.1
	ADAM1B
	PIGPP3
	AL589647.1
	AC093606.1
	AC093878.1
	PPP1R26-AS1
	PPP1R26-AS1
	PPP1R26-AS1
	PPP1R26-AS1
	PPP1R26-AS1
	PPP1R26-AS1
	AL357052.1
	AC097535.2
LPL	LPL
LPL	LPL
LPL	LPL
LPL	LPL
LPL	LPL
LPL	LPL
LPL	LPL
LPL	LPL
	AC097535.1
	EEF1A1P5
DEUP1	DEUP1
DEUP1	DEUP1
DEUP1	DEUP1
DEUP1	DEUP1
DEUP1	DEUP1
DEUP1	DEUP1
DEUP1	DEUP1
DEUP1	DEUP1
DEUP1	DEUP1
DEUP1	DEUP1
DEUP1	DEUP1
DEUP1	DEUP1
CEP126	CEP126
CEP126	CEP126
CEP126	CEP126
CEP126	CEP126
CEP126	CEP126
	AC089985.2
	AC112653.1
	LINC01546
	LINC01546
	LINC01546
	LINC01546
	CENPUP2
SLC2A2	SLC2A2
SLC2A2	SLC2A2
SLC2A2	SLC2A2
SLC2A2	SLC2A2
SLC2A2	SLC2A2
CASC1	CASC1
CASC1	CASC1
CASC1	CASC1
CASC1	CASC1
CASC1	CASC1
CASC1	CASC1
CASC1	CASC1
CASC1	CASC1
CASC1	CASC1
CASC1	CASC1
CASC1	CASC1
CASC1	CASC1
CASC1	CASC1
	KRT18P38
	KIR2DL3
	RPL5P20
UNC119	UNC119
UNC119	UNC119
UNC119	UNC119
UNC119	UNC119
UNC119	UNC119
UNC119	UNC119
UNC119	UNC119
UNC119	UNC119
ID4	ID4
	KRT18P20
	EIF2S2
	AC097511.1
	LINC00616
	LINC00616
	LINC00616
	LINC00616
	LINC00616
	LINC00616
	LINC00616
	LINC00616
	LINC00616
	LINC00616
	LINC00616
	LINC00616
	LINC00616
	LINC00616
	LINC00616
	LINC00616
	LINC00616
	LINC00616
	LINC00616
	LINC00616
	LINC00616
	LINC00616
	LINC00616
	LINC00616
	LINC00616
	LINC00616
	LINC00616
	LINC00616
	LINC00616
	LINC00616
	LINC00616
	LINC00616
	LINC00616
	LINC00616
	LINC00616
	LINC00616
	LINC00616
	LINC00616
	LINC00616
	LINC00616
	LINC00616
	LINC00616
	LINC00616
	KIR3DL3
	AC105910.1
	AL365229.1
	AL160412.1
	AL160412.1
	AL160412.1
	AL160412.1
	AL160412.1
	AL160412.1
	AL160412.1
	AL160412.1
	AL160412.1
SLC39A14	SLC39A14
SLC39A14	SLC39A14
SLC39A14	SLC39A14
SLC39A14	SLC39A14
SLC39A14	SLC39A14
SLC39A14	SLC39A14
SLC39A14	SLC39A14
SLC39A14	SLC39A14
SLC39A14	SLC39A14
SLC39A14	SLC39A14
SLC39A14	SLC39A14
SLC39A14	SLC39A14
	AL512408.1
	AL357172.1
	AL161757.3
	PTP4A3
	PTP4A3
	PTP4A3
	PTP4A3
	PTP4A3
	PTP4A3
	PTP4A3
	PTP4A3
	PTP4A3
	PTP4A3
	PTP4A3
	AL162457.1
	AL731556.1
	BX640515.1
HDC	HDC
HDC	HDC
HDC	HDC
HDC	HDC
HDC	HDC
HDC	HDC
HDC	HDC
	AL049775.2
	UQCRFS1P3
	LINC01093
	LINC01093
	LINC01093
	LINC01093
	LINC01093
	LINC01093
	LINC01093
	LINC01093
	LINC01093
	LINC01093
	LINC01093
	LINC01093
	LINC01093
	LINC01093
	LINC01093
	LINC01093
	LINC01093
	LINC01093
	LINC01093
	LINC01093
	LINC01093
	LINC01093
	LNC-LBCS
	LNC-LBCS
	LNC-LBCS
	LNC-LBCS
	LNC-LBCS
	LNC-LBCS
	LNC-LBCS
	LNC-LBCS
	LNC-LBCS
	LNC-LBCS
	LNC-LBCS
	LNC-LBCS
	LNC-LBCS
	LNC-LBCS
	LNC-LBCS
	LNC-LBCS
	LNC-LBCS
	LNC-LBCS
	LNC-LBCS
	LNC-LBCS
	LNC-LBCS
	LNC-LBCS
	LNC-LBCS
	LNC-LBCS
	LNC-LBCS
	LNC-LBCS
	LNC-LBCS
	LNC-LBCS
	LNC-LBCS
	LNC-LBCS
	LNC-LBCS
	LNC-LBCS
	LINC02329
UGT2B4	UGT2B4
UGT2B4	UGT2B4
UGT2B4	UGT2B4
UGT2B4	UGT2B4
UGT2B4	UGT2B4
UGT2B4	UGT2B4
UGT2B4	UGT2B4
	LINC00911
	LINC00911
	LINC00911
	LINC00911
	LINC00911
	LINC00911
KIF3C	KIF3C
KIF3C	KIF3C
KIF3C	KIF3C
KIF3C	KIF3C
KIF3C	KIF3C
KIF3C	KIF3C
KIF3C	KIF3C
SPRYD3	SPRYD3
SPRYD3	SPRYD3
SPRYD3	SPRYD3
SPRYD3	SPRYD3
SPRYD3	SPRYD3
SPRYD3	SPRYD3
	AC023300.2
COMMD9	COMMD9
COMMD9	COMMD9
COMMD9	COMMD9
COMMD9	COMMD9
COMMD9	COMMD9
COMMD9	COMMD9
COMMD9	COMMD9
COMMD9	COMMD9
STRA6	STRA6
STRA6	STRA6
STRA6	STRA6
STRA6	STRA6
STRA6	STRA6
STRA6	STRA6
STRA6	STRA6
STRA6	STRA6
STRA6	STRA6
STRA6	STRA6
STRA6	STRA6
STRA6	STRA6
STRA6	STRA6
STRA6	STRA6
STRA6	STRA6
STRA6	STRA6
STRA6	STRA6
STRA6	STRA6
STRA6	STRA6
STRA6	STRA6
STRA6	STRA6
STRA6	STRA6
	AC007938.3
	HSPE1P18
	ELANE
	ELANE
PPP4C	PPP4C
PPP4C	PPP4C
PPP4C	PPP4C
PPP4C	PPP4C
PPP4C	PPP4C
PPP4C	PPP4C
PPP4C	PPP4C
PPP4C	PPP4C
PPP4C	PPP4C
PPP4C	PPP4C
PPP4C	PPP4C
PPP4C	PPP4C
PPP4C	PPP4C
PPP4C	PPP4C
MEST	MEST
MEST	MEST
MEST	MEST
MEST	MEST
MEST	MEST
MEST	MEST
MEST	MEST
MEST	MEST
MEST	MEST
MEST	MEST
MEST	MEST
MEST	MEST
MEST	MEST
MEST	MEST
MEST	MEST
MEST	MEST
MEST	MEST
	AC011767.1
	AC011767.1
	AC011767.1
	AC011767.1
NSMF	NSMF
NSMF	NSMF
NSMF	NSMF
NSMF	NSMF
NSMF	NSMF
NSMF	NSMF
NSMF	NSMF
NSMF	NSMF
NSMF	NSMF
NSMF	NSMF
	AC092656.1
	AC092656.1
	AC092656.1
	LINC01565
	LINC01565
ZNF655	ZNF655
ZNF655	ZNF655
ZNF655	ZNF655
ZNF655	ZNF655
ZNF655	ZNF655
ZNF655	ZNF655
ZNF655	ZNF655
ZNF655	ZNF655
ZNF655	ZNF655
ZNF655	ZNF655
ZNF655	ZNF655
ZNF655	ZNF655
ZNF655	ZNF655
ZNF655	ZNF655
ZNF655	ZNF655
ZNF655	ZNF655
ZNF655	ZNF655
ZNF655	ZNF655
ZNF655	ZNF655
ZNF655	ZNF655
ZNF655	ZNF655
ZNF655	ZNF655
ZNF655	ZNF655
ZNF655	ZNF655
ZNF655	ZNF655
	NIPA2P2
EXPH5	EXPH5
EXPH5	EXPH5
EXPH5	EXPH5
EXPH5	EXPH5
EXPH5	EXPH5
EXPH5	EXPH5
	AC117481.1
	RALY-AS1
	RALY-AS1
	RALY-AS1
	RALY-AS1
	RALY-AS1
	RALY-AS1
	RALY-AS1
	RALY-AS1
	HNRNPA3P6
	TUSC8
	TUSC8
	TUSC8
	MYLKP1
	OR7E66P
	OR7E22P
	OR7E22P
	OR7E22P
	OR7E55P
	AC139453.2
	POU6F2-AS1
	POU6F2-AS1
	POU6F2-AS1
	LSP1P2
	MXRA5
	MXRA5
	PPIAP17
	AL161941.1
	AL161941.1
POU6F2	POU6F2
POU6F2	POU6F2
POU6F2	POU6F2
POU6F2	POU6F2
POU6F2	POU6F2
POU6F2	POU6F2
POU6F2	POU6F2
POU6F2	POU6F2
POU6F2	POU6F2
POU6F2	POU6F2
POU6F2	POU6F2
POU6F2	POU6F2
RALY	RALY
RALY	RALY
RALY	RALY
RALY	RALY
RALY	RALY
RALY	RALY
RALY	RALY
RALY	RALY
RALY	RALY
RALY	RALY
	SPAG11B
	SPAG11B
	SPAG11B
	SPAG11B
	SPAG11B
	SPAG11B
	SPAG11B
	SPAG11B
	SPAG11B
	ASS1P4
DLGAP1	DLGAP1
DLGAP1	DLGAP1
DLGAP1	DLGAP1
DLGAP1	DLGAP1
DLGAP1	DLGAP1
DLGAP1	DLGAP1
DLGAP1	DLGAP1
DLGAP1	DLGAP1
DLGAP1	DLGAP1
DLGAP1	DLGAP1
DLGAP1	DLGAP1
DLGAP1	DLGAP1
DLGAP1	DLGAP1
DLGAP1	DLGAP1
DLGAP1	DLGAP1
DLGAP1	DLGAP1
DLGAP1	DLGAP1
DLGAP1	DLGAP1
DLGAP1	DLGAP1
DLGAP1	DLGAP1
DLGAP1	DLGAP1
DLGAP1	DLGAP1
	LILRP2
	LILRP2
	UGT2A3P7
ALX3	ALX3
ALX3	ALX3
TBK1	TBK1
TBK1	TBK1
TBK1	TBK1
TBK1	TBK1
TBK1	TBK1
TBK1	TBK1
TBK1	TBK1
TBK1	TBK1
TBK1	TBK1
TBK1	TBK1
TBK1	TBK1
TBK1	TBK1
TBK1	TBK1
TBK1	TBK1
TBK1	TBK1
TBK1	TBK1
TBK1	TBK1
TBK1	TBK1
TBK1	TBK1
TBK1	TBK1
TBK1	TBK1
	AC245128.10
MMRN1	MMRN1
MMRN1	MMRN1
MMRN1	MMRN1
MMRN1	MMRN1
	AC061708.1
	KLF7P1
	AC018558.5
	RARRES2P8
SPAG5	SPAG5
SPAG5	SPAG5
SPAG5	SPAG5
SPAG5	SPAG5
SPAG5	SPAG5
SPAG5	SPAG5
SPAG5	SPAG5
SPAG5	SPAG5
SPAG5	SPAG5
SPAG5	SPAG5
SPAG5	SPAG5
SPAG5	SPAG5
SPAG5	SPAG5
SPAG5	SPAG5
SPAG5	SPAG5
SPAG5	SPAG5
	AL731563.2
SF3B4	SF3B4
SF3B4	SF3B4
STRIP1	STRIP1
STRIP1	STRIP1
STRIP1	STRIP1
STRIP1	STRIP1
STRIP1	STRIP1
STRIP1	STRIP1
STRIP1	STRIP1
STRIP1	STRIP1
STRIP1	STRIP1
P4HA1	P4HA1
P4HA1	P4HA1
P4HA1	P4HA1
P4HA1	P4HA1
P4HA1	P4HA1
P4HA1	P4HA1
	MRPS18C
	MRPS18C
	MRPS18C
	MRPS18C
	MRPS18C
	MRPS18C
	MRPS18C
	MRPS18C
	MRPS18C
	AC004923.4
	AC080080.1
CYLC2	CYLC2
CYLC2	CYLC2
CYLC2	CYLC2
CYLC2	CYLC2
	IGLJ5
	FAM90A22P
LMBR1	LMBR1
LMBR1	LMBR1
LMBR1	LMBR1
LMBR1	LMBR1
LMBR1	LMBR1
LMBR1	LMBR1
LMBR1	LMBR1
LMBR1	LMBR1
LMBR1	LMBR1
LMBR1	LMBR1
LMBR1	LMBR1
LMBR1	LMBR1
LMBR1	LMBR1
LMBR1	LMBR1
LMBR1	LMBR1
LMBR1	LMBR1
LMBR1	LMBR1
