#Mouse Gene	Human Gene	Source
Gm1758	POTEI	PanEnsembl
Nod1	NOD1	MGI, PanEnsembl, HomoloGene
Cgnl1	CGNL1	MGI, PanEnsembl, HomoloGene
Allc	ALLC	MGI, PanEnsembl, HomoloGene
Nfam1	NFAM1	MGI, PanEnsembl, HomoloGene
Dmkn	DMKN	MGI, PanEnsembl, HomoloGene
Gm20946	POTEE	PanEnsembl
Abcc4	ABCC4	MGI, PanEnsembl, HomoloGene
Elfn1	ELFN1	MGI, PanEnsembl, HomoloGene
Rap1gap	RAP1GAP	MGI, PanEnsembl, HomoloGene
Kalrn	KALRN	MGI, PanEnsembl, HomoloGene
Awat1	AWAT1	MGI, PanEnsembl, HomoloGene
Olfr308	OR6F1	MGI, PanEnsembl, HomoloGene, HORDE
Olfr303	OR6F1	HORDE
Olfr523	OR6F1	HORDE
Cdk2	CDK2	MGI, PanEnsembl, HomoloGene
Sbsn	SBSN	MGI, PanEnsembl, HomoloGene
Safb2	SAFB2	MGI, PanEnsembl, HomoloGene
Homer1	HOMER1	MGI, PanEnsembl, HomoloGene
Golga2	GOLGA8A	PanEnsembl
Tmem235	TMEM235	MGI, PanEnsembl, HomoloGene
Gabpa	GABPA	MGI, PanEnsembl, HomoloGene
Btnl4	BTN3A3	PanEnsembl
Gm1758	POTEJ	PanEnsembl
Trmu	TRMU	MGI, PanEnsembl, HomoloGene
Selp	SELP	MGI, PanEnsembl, HomoloGene
Olfr1511	OR10G2	MGI, PanEnsembl
Olfr1510	OR10G2	PanEnsembl, HomoloGene
Arf5	ARF5	MGI, PanEnsembl, HomoloGene
Osr1	OSR1	MGI, PanEnsembl, HomoloGene
Tmem211	TMEM211	MGI, PanEnsembl, HomoloGene
H3c2	H3C10	MGI
Hist1h3b	H3C10	HomoloGene
Golga2	GOLGA8B	PanEnsembl
Mex3d	MEX3D	MGI, PanEnsembl, HomoloGene
Ccdc13	CCDC13	MGI, PanEnsembl, HomoloGene
Acd	ACD	MGI, PanEnsembl, HomoloGene
Ddx20	DDX20	MGI, PanEnsembl, HomoloGene
Ccdc63	CCDC63	MGI, PanEnsembl, HomoloGene
Rarb	RARB	MGI, PanEnsembl, HomoloGene
Calca	CALCB	MGI, HomoloGene
Calcb	CALCB	PanEnsembl
Gcm1	GCM1	MGI, PanEnsembl, HomoloGene
Arhgef40	ARHGEF40	MGI, PanEnsembl, HomoloGene
Zfp275	ZNF275	MGI, PanEnsembl, HomoloGene
Pm20d2	PM20D2	MGI, PanEnsembl, HomoloGene
Cenpx	CENPX	MGI
Stra13	CENPX	PanEnsembl, HomoloGene
Zfp804a	ZNF804A	MGI, PanEnsembl, HomoloGene
Tedc2	TEDC2	MGI
1600002H07Rik	TEDC2	PanEnsembl, HomoloGene
Fbh1	FBH1	MGI
Fbxo18	FBH1	PanEnsembl, HomoloGene
Sec16b	SEC16B	MGI, PanEnsembl, HomoloGene
Adora2a	ADORA2A	MGI, PanEnsembl, HomoloGene
Parvb	PARVB	MGI, PanEnsembl, HomoloGene
Tex35	TEX35	MGI, PanEnsembl, HomoloGene
Chd1	CHD1	MGI, PanEnsembl, HomoloGene
Trpc6	TRPC6	MGI, PanEnsembl, HomoloGene
Ercc6l2	ERCC6L2	MGI, PanEnsembl, HomoloGene
Dhrs4	DHRS4	MGI, PanEnsembl, HomoloGene
Zfp395	ZNF395	MGI, PanEnsembl, HomoloGene
Rarg	RARG	MGI, PanEnsembl, HomoloGene
Sesn3	SESN3	MGI, PanEnsembl, HomoloGene
Dock9	DOCK9	MGI, PanEnsembl, HomoloGene
Zfp423	ZNF423	MGI, PanEnsembl, HomoloGene
Serpina11	SERPINA11	MGI, PanEnsembl, HomoloGene
Eif4g3	EIF4G3	MGI, PanEnsembl, HomoloGene
Fam227a	FAM227A	MGI, PanEnsembl, HomoloGene
Kynu	KYNU	MGI, PanEnsembl, HomoloGene
Emcn	EMCN	MGI, PanEnsembl, HomoloGene
Tex101	TEX101	MGI, PanEnsembl, HomoloGene
Acoxl	ACOXL	MGI, PanEnsembl, HomoloGene
Acox3	ACOX3	MGI, PanEnsembl, HomoloGene
Sco2	SCO2	MGI, HomoloGene
Tmem25	TMEM25	MGI, PanEnsembl, HomoloGene
5430421N21Rik	KRT85	PanEnsembl
Metap1d	METAP1D	MGI, PanEnsembl, HomoloGene
Exoc6b	EXOC6B	MGI, PanEnsembl, HomoloGene
Serp2	SERP2	MGI, PanEnsembl, HomoloGene
Zbp1	ZBP1	MGI, PanEnsembl, HomoloGene
Nsg2	NSG2	MGI, PanEnsembl, HomoloGene
Il1f5	IL36RN	MGI, PanEnsembl, HomoloGene
Epha1	EPHA1	MGI, PanEnsembl, HomoloGene
Ncaph2	NCAPH2	MGI, PanEnsembl, HomoloGene
Gm7535	NCAPH2	PanEnsembl
Il1rl2	IL1RL2	MGI, PanEnsembl, HomoloGene
Mcm7	MCM7	MGI, PanEnsembl, HomoloGene
Acsl4	ACSL4	MGI, PanEnsembl, HomoloGene
Gpr35	GPR35	MGI, PanEnsembl, HomoloGene
Pfas	PFAS	MGI, PanEnsembl, HomoloGene
Tmem86a	TMEM86A	MGI, PanEnsembl, HomoloGene
Basp1	BASP1	MGI, PanEnsembl, HomoloGene
N4bp2l1	N4BP2L1	MGI, PanEnsembl, HomoloGene
Ube2i	UBE2I	MGI, PanEnsembl, HomoloGene
Zbtb38	ZBTB38	MGI, PanEnsembl, HomoloGene
Ankrd12	ANKRD12	MGI, PanEnsembl, HomoloGene
Fez2	FEZ2	MGI, PanEnsembl, HomoloGene
Galntl5	GALNTL5	MGI, PanEnsembl, HomoloGene
Ccdc34	CCDC34	MGI, PanEnsembl, HomoloGene
Plxnb1	PLXNB1	MGI, PanEnsembl, HomoloGene
Xirp1	XIRP1	MGI, PanEnsembl, HomoloGene
Scamp1	SCAMP1	MGI, PanEnsembl, HomoloGene
Herc6	HERC6	MGI, PanEnsembl, HomoloGene
Mpped2	MPPED2	MGI, PanEnsembl, HomoloGene
Aldh3b2	ALDH3B2	PanEnsembl
1700055N04Rik	ALDH3B2	PanEnsembl
Rasgef1a	RASGEF1A	MGI, PanEnsembl, HomoloGene
Etfbkmt	ETFBKMT	MGI
Mettl20	ETFBKMT	PanEnsembl, HomoloGene
Cpeb2	CPEB2	MGI, PanEnsembl, HomoloGene
Katna1	KATNA1	MGI, PanEnsembl, HomoloGene
Spon1	SPON1	MGI, HomoloGene
Dync1i2	DYNC1I2	PanEnsembl
Poli	POLI	MGI, PanEnsembl, HomoloGene
Apoh	APOH	MGI, PanEnsembl, HomoloGene
Clip1	CLIP1	MGI, PanEnsembl, HomoloGene
Ptcd2	PTCD2	MGI, PanEnsembl, HomoloGene
Akap6	AKAP6	MGI, PanEnsembl, HomoloGene
Rragd	RRAGD	MGI, PanEnsembl, HomoloGene
Asic5	ASIC5	MGI, PanEnsembl, HomoloGene
Dhrs4	DHRS4L2	PanEnsembl
Fn1	FN1	MGI, PanEnsembl, HomoloGene
Ing2	ING2	MGI, PanEnsembl, HomoloGene
Rnf157	RNF157	MGI, PanEnsembl, HomoloGene
Dppa2	DPPA2	MGI, PanEnsembl, HomoloGene
Kcnv2	KCNV2	MGI, PanEnsembl, HomoloGene
Apol9b	APOL1	PanEnsembl
Apol9a	APOL1	PanEnsembl
Apol10b	APOL1	PanEnsembl
Apol11a	APOL1	PanEnsembl
Apol10a	APOL1	PanEnsembl
Apol11b	APOL1	PanEnsembl
Ywhae	YWHAE	MGI, PanEnsembl, HomoloGene
Dpf3	DPF3	MGI, PanEnsembl, HomoloGene
Il10ra	IL10RA	MGI, PanEnsembl, HomoloGene
Tgm4	TGM4	MGI, PanEnsembl, HomoloGene
Gja1	GJA1	MGI, HomoloGene
Gja6	GJA1	PanEnsembl
Tmbim1	TMBIM1	MGI, PanEnsembl, HomoloGene
1700125H20Rik	C17orf64	MGI, PanEnsembl, HomoloGene
Gm5155	PSG2	PanEnsembl
Mcoln3	MCOLN3	MGI, PanEnsembl, HomoloGene
Psg22	PSG5	PanEnsembl
Mastl	MASTL	MGI, PanEnsembl, HomoloGene
Psg27	PSG3	PanEnsembl
Pcdhgb6	PCDHGB6	MGI, HomoloGene
Cyp27a1	CYP27A1	MGI, PanEnsembl, HomoloGene
Exosc2	EXOSC2	MGI, PanEnsembl, HomoloGene
Tex28	TEX28	MGI, HomoloGene
St6galnac3	ST6GALNAC3	MGI, PanEnsembl, HomoloGene
Kcnk9	KCNK9	MGI, PanEnsembl, HomoloGene
AA415398	FRG2	PanEnsembl
Gm6232	FRG2	HomoloGene
Htr1d	HTR1D	MGI, PanEnsembl, HomoloGene
Micu2	MICU2	MGI, PanEnsembl, HomoloGene
H3f3b	H3-3B	MGI, HomoloGene
H3f3a	H3-3B	PanEnsembl
Cry2	CRY2	MGI, PanEnsembl, HomoloGene
Sorbs3	SORBS3	MGI, PanEnsembl, HomoloGene
Huwe1	HUWE1	MGI, PanEnsembl, HomoloGene
2210011C24Rik	MISP3	PanEnsembl
Chrm2	CHRM2	MGI, PanEnsembl, HomoloGene
Bnip3	BNIP3	MGI, PanEnsembl, HomoloGene
Gopc	GOPC	MGI, PanEnsembl, HomoloGene
2900092C05Rik	C19orf18	MGI, PanEnsembl, HomoloGene
Tmem135	TMEM135	MGI, PanEnsembl, HomoloGene
Rimbp3	RIMBP3	HomoloGene
Farsa	FARSA	MGI, PanEnsembl, HomoloGene
Srrt	SRRT	MGI, PanEnsembl, HomoloGene
Lpgat1	LPGAT1	MGI, PanEnsembl, HomoloGene
Cdc20b	CDC20B	MGI, PanEnsembl, HomoloGene
Xkr7	XKR7	MGI, PanEnsembl, HomoloGene
Creb3l1	CREB3L1	MGI, PanEnsembl, HomoloGene
Alox15	ALOX15	MGI, PanEnsembl, HomoloGene
Ehd3	EHD3	MGI, PanEnsembl, HomoloGene
Tapbp	TAPBP	MGI, PanEnsembl, HomoloGene
Vdac1	VDAC1	MGI, PanEnsembl, HomoloGene
Sarm1	SARM1	MGI, PanEnsembl, HomoloGene
Map11	MAP11	MGI
BC037034	MAP11	PanEnsembl, PanEnsembl, HomoloGene
Vwa8	VWA8	MGI, PanEnsembl, HomoloGene
Cd5	CD5	MGI, PanEnsembl, HomoloGene
Cxcl12	CXCL12	MGI, PanEnsembl, HomoloGene
Brf1	BRF1	MGI, PanEnsembl, HomoloGene
Clnk	CLNK	MGI, PanEnsembl, HomoloGene
Lama2	LAMA2	MGI, PanEnsembl, HomoloGene
Fdps	FDPS	MGI, PanEnsembl, HomoloGene
Mnd1	MND1	MGI, PanEnsembl, HomoloGene
Rab43	RAB43	MGI, PanEnsembl, HomoloGene
Otud7b	OTUD7B	MGI, HomoloGene
Rabepk	RABEPK	MGI, PanEnsembl, HomoloGene
Mettl7b	METTL7B	MGI, PanEnsembl, HomoloGene
Ccdc171	CCDC171	MGI, PanEnsembl, HomoloGene
Pglyrp4	PGLYRP4	MGI, PanEnsembl, HomoloGene
Cct8	CCT8	MGI, PanEnsembl, HomoloGene
Colec12	COLEC12	MGI, PanEnsembl, HomoloGene
Ppp1r3g	PPP1R3G	MGI, PanEnsembl, HomoloGene
Polr2m	POLR2M	MGI, PanEnsembl, HomoloGene
Rtkn2	RTKN2	MGI, PanEnsembl, HomoloGene
Nagk	NAGK	MGI, PanEnsembl, HomoloGene
Acr	ACR	MGI, PanEnsembl, HomoloGene
Eif3m	EIF3M	MGI, PanEnsembl, HomoloGene
Trabd2b	TRABD2B	MGI, PanEnsembl, HomoloGene
Catsper3	CATSPER3	MGI, PanEnsembl, HomoloGene
Sucnr1	SUCNR1	MGI, PanEnsembl, HomoloGene
Asb13	ASB13	MGI, PanEnsembl, HomoloGene
Rnf133	RNF133	MGI, PanEnsembl, HomoloGene
Prickle4	PRICKLE4	MGI, HomoloGene
Zc3h11a	ZC3H11A	MGI, PanEnsembl, HomoloGene
Tmed7	TMED7	MGI, PanEnsembl, HomoloGene
Olfr1104	OR8I2	MGI, PanEnsembl, HomoloGene, HORDE
Lzts1	LZTS1	MGI, PanEnsembl, HomoloGene
Ssrp1	SSRP1	MGI, PanEnsembl, HomoloGene
Purb	PURB	MGI, PanEnsembl, HomoloGene
Pbk	PBK	MGI, PanEnsembl, HomoloGene
Amd2	AMD1	MGI, PanEnsembl
Amd1	AMD1	PanEnsembl, HomoloGene
Klf7	KLF7	MGI, PanEnsembl, HomoloGene
Sf3a3	SF3A3	MGI, PanEnsembl, HomoloGene
Tmem246	PGAP4	MGI, PanEnsembl, HomoloGene
Pomgnt2	POMGNT2	MGI, PanEnsembl, HomoloGene
Anp32a	ANP32A	PanEnsembl
Ceacam11	PSG11	PanEnsembl
Fam124b	FAM124B	MGI, PanEnsembl, HomoloGene
Usp16	USP16	MGI, PanEnsembl, HomoloGene
Slc36a4	SLC36A4	MGI, PanEnsembl, HomoloGene
Mios	MIOS	MGI, PanEnsembl, HomoloGene
Fgd1	FGD1	MGI, PanEnsembl, HomoloGene
Cfl2	CFL2	MGI, PanEnsembl, HomoloGene
Scyl2	SCYL2	MGI, PanEnsembl, HomoloGene
Nxpe4	NXPE4	MGI, PanEnsembl, HomoloGene
Lix1l	LIX1L	MGI, HomoloGene
Pcdhac1	PCDHAC1	MGI, HomoloGene
Setdb1	SETDB1	MGI, PanEnsembl, HomoloGene
Zfp780b	ZNF780B	MGI, PanEnsembl, HomoloGene
1700049G17Rik	ZNF780B	PanEnsembl
Mvd	MVD	MGI, PanEnsembl, HomoloGene
Atp1a4	ATP1A4	MGI, PanEnsembl, HomoloGene
Trim7	TRIM7	MGI, PanEnsembl, HomoloGene
G3bp2	G3BP2	MGI, PanEnsembl, HomoloGene
Spag4	SPAG4	MGI, PanEnsembl, HomoloGene
BC005537	C6orf62	MGI, PanEnsembl, HomoloGene
A630001G21Rik	SP140L	PanEnsembl
Rbm3-ps	RBM3	MGI
Rbm3	RBM3	PanEnsembl, HomoloGene
Cpa5	CPA5	MGI, PanEnsembl, HomoloGene
Psmb8	PSMB8	MGI, PanEnsembl, HomoloGene
Mrgpre	MRGPRE	MGI, PanEnsembl, HomoloGene
Prrc2b	PRRC2B	MGI, PanEnsembl, HomoloGene
Fabp2	FABP2	MGI, PanEnsembl, HomoloGene
Bgn	BGN	MGI, PanEnsembl, HomoloGene
Mrps6	MRPS6	MGI, PanEnsembl, HomoloGene
Thap3	THAP3	MGI, PanEnsembl, HomoloGene
Amer1	AMER1	MGI, PanEnsembl, HomoloGene
Urb2	URB2	MGI, PanEnsembl, HomoloGene
Ola1	OLA1	MGI, PanEnsembl, HomoloGene
Akap8l	AKAP8L	MGI, PanEnsembl, HomoloGene
Spdef	SPDEF	MGI, PanEnsembl, HomoloGene
Ikzf4	IKZF4	MGI, PanEnsembl, HomoloGene
Itih4	ITIH4	MGI, PanEnsembl, HomoloGene
Kcnk18	KCNK18	MGI, PanEnsembl, HomoloGene
Litaf	LITAF	MGI, PanEnsembl, HomoloGene
Sec23ip	SEC23IP	MGI, PanEnsembl, HomoloGene
Tial1	TIAL1	MGI, PanEnsembl, HomoloGene
Vmn1r83	VN1R1	PanEnsembl
Cfap43	CFAP43	MGI
Wdr96	CFAP43	PanEnsembl, HomoloGene
Ephb2	EPHB2	MGI, PanEnsembl, HomoloGene
Gapt	GAPT	MGI, PanEnsembl, HomoloGene
Recql4	RECQL4	MGI, PanEnsembl, HomoloGene
Tpm3	TPM3	MGI, PanEnsembl, HomoloGene
Lin9	LIN9	MGI, PanEnsembl, HomoloGene
Lrp11	LRP11	MGI, PanEnsembl, HomoloGene
Cant1	CANT1	MGI, PanEnsembl, HomoloGene
Map2k3	MAP2K3	MGI, PanEnsembl, HomoloGene
Tmem120b	TMEM120B	MGI, PanEnsembl, HomoloGene
Mafb	MAFB	MGI, PanEnsembl, HomoloGene
Cdpf1	CDPF1	MGI, PanEnsembl, HomoloGene
Clybl	CLYBL	MGI, PanEnsembl, HomoloGene
Mical1	MICAL1	MGI, PanEnsembl, HomoloGene
Entpd3	ENTPD3	MGI, PanEnsembl, HomoloGene
Ticam2	TMED7-TICAM2	PanEnsembl
Trim71	TRIM71	MGI, PanEnsembl, HomoloGene
Wdr64	WDR64	MGI, PanEnsembl, HomoloGene
Medag	MEDAG	MGI, PanEnsembl, HomoloGene
Trak2	TRAK2	MGI, PanEnsembl, HomoloGene
Rilpl2	RILPL2	MGI, PanEnsembl, HomoloGene
1700003F12Rik	C20orf144	PanEnsembl
Rnls	RNLS	MGI, PanEnsembl, HomoloGene
Tex46	TEX46	MGI
4930549C01Rik	TEX46	PanEnsembl, HomoloGene
Tex44	TEX44	MGI
1700019O17Rik	TEX44	PanEnsembl, HomoloGene
Vtn	VTN	MGI, PanEnsembl, HomoloGene
Etnppl	ETNPPL	MGI, PanEnsembl, HomoloGene
Hhla1	HHLA1	MGI, PanEnsembl, HomoloGene
Olfr131	OR2G2	PanEnsembl
Sco1	SCO1	MGI, PanEnsembl, HomoloGene
Psmc2	PSMC2	MGI, PanEnsembl, HomoloGene
Ippk	IPPK	MGI, PanEnsembl, HomoloGene
Inpp5k	INPP5K	MGI, PanEnsembl, HomoloGene
Ptges3-ps	PTGES3	MGI
Ptges3	PTGES3	PanEnsembl
Gm9769	PTGES3	HomoloGene
Dclre1b	DCLRE1B	MGI, PanEnsembl, HomoloGene
Gabrb1	GABRB1	MGI, PanEnsembl, HomoloGene
Wasl	WASL	PanEnsembl
Ccnjl	CCNJL	PanEnsembl
Nmt2	NMT2	MGI, PanEnsembl, HomoloGene
Cyp4a12b	CYP4Z1	PanEnsembl
Atxn7l1	ATXN7L1	MGI, PanEnsembl, HomoloGene
Rft1	RFT1	MGI, PanEnsembl, HomoloGene
Rab27b	RAB27B	MGI, PanEnsembl, HomoloGene
Rapgefl1	RAPGEFL1	MGI, PanEnsembl, HomoloGene
Pim1	PIM1	MGI, PanEnsembl, HomoloGene
Tmem97	TMEM97	MGI, PanEnsembl, HomoloGene
Slc25a42	SLC25A42	MGI, PanEnsembl, HomoloGene
Tnfrsf21	TNFRSF21	MGI, PanEnsembl, HomoloGene
C1qtnf3	C1QTNF3-AMACR	PanEnsembl
Wls	WLS	MGI, PanEnsembl, HomoloGene
Nhej1	NHEJ1	MGI, PanEnsembl, HomoloGene
Armc7	ARMC7	MGI, PanEnsembl, HomoloGene
Tmub1	TMUB1	MGI, PanEnsembl, HomoloGene
Zc3h8	ZC3H8	MGI, PanEnsembl, HomoloGene
Tnfrsf14	TNFRSF14	MGI, PanEnsembl, HomoloGene
Tmem219	TMEM219	MGI, PanEnsembl, HomoloGene
Igfbp6	IGFBP6	MGI, PanEnsembl, HomoloGene
Brca1	BRCA1	MGI, PanEnsembl, HomoloGene
Ttc17	TTC17	MGI, PanEnsembl, HomoloGene
Sncg	SNCG	MGI, PanEnsembl, HomoloGene
Dipk1b	DIPK1B	MGI
Fam69b	DIPK1B	PanEnsembl, HomoloGene
C1qtnf3	C1QTNF3	MGI, PanEnsembl, HomoloGene
Dnajc17	DNAJC17	MGI, PanEnsembl, HomoloGene
Cntrob	CNTROB	MGI, PanEnsembl, HomoloGene
Spen	SPEN	MGI, PanEnsembl, HomoloGene
Olfr437	OR2A2	PanEnsembl
Hdac7	HDAC7	MGI, PanEnsembl, HomoloGene
Add3	ADD3	MGI, PanEnsembl, HomoloGene
Ccl5	CCL5	MGI, HomoloGene
Arhgap10	ARHGAP10	MGI, PanEnsembl, HomoloGene
Nucks1	NUCKS1	MGI, PanEnsembl, HomoloGene
Ptpn13	PTPN13	MGI, PanEnsembl, HomoloGene
Fst	FST	MGI, PanEnsembl, HomoloGene
Cnr2	CNR2	MGI, PanEnsembl, HomoloGene
Pfdn5	PFDN5	MGI, PanEnsembl, HomoloGene
Il16	IL16	MGI, PanEnsembl, HomoloGene
Zfp953	ZNF680	PanEnsembl
Lmod1	LMOD1	MGI, PanEnsembl, HomoloGene
Ppt1	PPT1	MGI, PanEnsembl, HomoloGene
Camsap1	CAMSAP1	MGI, PanEnsembl, HomoloGene
H1f8	H1-8	MGI
H1foo	H1-8	PanEnsembl, HomoloGene
Tada2a	TADA2A	MGI, HomoloGene
Zscan26	ZNF660	PanEnsembl
LOC102639251	ZNF660	HomoloGene
Rnase2b	RNASE2	MGI
Ear6	RNASE2	PanEnsembl
Ear5	RNASE2	PanEnsembl
Ear1	RNASE2	PanEnsembl
Ear14	RNASE2	PanEnsembl
Ear10	RNASE2	PanEnsembl
Ear11	RNASE2	PanEnsembl, HomoloGene
Ear2	RNASE2	PanEnsembl
Itsn1	ITSN1	MGI, PanEnsembl, HomoloGene
Deaf1	DEAF1	MGI, PanEnsembl, HomoloGene
Xpc	XPC	MGI, PanEnsembl, HomoloGene
Chd2	CHD2	MGI, PanEnsembl, HomoloGene
Olfr463	OR4D2	MGI, PanEnsembl, HomoloGene, HORDE
Olfr462	OR4D2	PanEnsembl, HORDE
Pla2g2a	PLA2G2A	PanEnsembl
Gdap2	GDAP2	MGI, PanEnsembl, HomoloGene
Lhx8	LHX8	MGI, PanEnsembl, HomoloGene
Zmat4	ZMAT4	MGI, PanEnsembl, HomoloGene
Tex43	TEX43	MGI
1700065I17Rik	TEX43	PanEnsembl, HomoloGene
Trnau1ap	TRNAU1AP	MGI, PanEnsembl, HomoloGene
Zfp784	ZNF784	MGI, PanEnsembl, HomoloGene
Tdgf1	TDGF1	MGI, PanEnsembl, HomoloGene
Dedd2	DEDD2	MGI, PanEnsembl, HomoloGene
Irx1	IRX1	MGI, PanEnsembl, HomoloGene
Selenbp2	SELENBP1	MGI, PanEnsembl
Selenbp1	SELENBP1	PanEnsembl, HomoloGene
Dhx35	DHX35	MGI, PanEnsembl, HomoloGene
Eif3a	EIF3A	MGI, PanEnsembl, HomoloGene
Foxf1	FOXF1	MGI, PanEnsembl, HomoloGene
Rnf114	RNF114	MGI, PanEnsembl, HomoloGene
Zgrf1	ZGRF1	MGI
4930422G04Rik	ZGRF1	PanEnsembl, HomoloGene
Xpo5	XPO5	MGI, PanEnsembl, HomoloGene
Iqcg	IQCG	MGI, PanEnsembl, HomoloGene
Cox6b1	COX6B1	MGI, PanEnsembl, HomoloGene
Pdhb	PDHB	MGI, PanEnsembl, HomoloGene
Kyat3	KYAT3	MGI
Ccbl2	KYAT3	PanEnsembl, HomoloGene
Anxa1	ANXA1	MGI, PanEnsembl, HomoloGene
Sec61a1	SEC61A1	MGI, PanEnsembl, HomoloGene
Wipf1	WIPF1	MGI, PanEnsembl, HomoloGene
Slc35g3	SLC35G3	PanEnsembl
Znhit6	ZNHIT6	MGI, PanEnsembl, HomoloGene
Stambp	STAMBP	MGI, PanEnsembl, HomoloGene
Tcf7	TCF7	PanEnsembl
Cdsn	CDSN	PanEnsembl
Gsta3	GSTA4	PanEnsembl
Cacng5	CACNG5	MGI, PanEnsembl, HomoloGene
Pfkm	PFKM	MGI, PanEnsembl, HomoloGene
Zfpm1	ZFPM1	MGI, PanEnsembl, HomoloGene
Wwtr1	WWTR1	MGI, PanEnsembl, HomoloGene
Zfp78	ZNF570	PanEnsembl
Wdcp	WDCP	MGI
BC068281	WDCP	PanEnsembl, HomoloGene
Slc35g3	SLC35G6	MGI, PanEnsembl, HomoloGene
Gpr161	GPR161	MGI, PanEnsembl, HomoloGene
H2-Ke6	HSD17B8	MGI, PanEnsembl, HomoloGene
Cdx1	CDX1	MGI, PanEnsembl, HomoloGene
Dusp10	DUSP10	MGI, PanEnsembl, HomoloGene
Ppef2	PPEF2	MGI, PanEnsembl, HomoloGene
Med23	MED23	MGI, PanEnsembl, HomoloGene
Slc38a8	SLC38A8	MGI, PanEnsembl, HomoloGene
Hmgn2	HMGN4	PanEnsembl
Gm10282	HMGN4	PanEnsembl
Gm16494	HMGN4	PanEnsembl
Ankrd26	ANKRD26	MGI, PanEnsembl, HomoloGene
Pask	PASK	MGI, PanEnsembl, HomoloGene
Erap1	ERAP1	MGI, PanEnsembl, HomoloGene
Kcnk5	KCNK5	MGI, PanEnsembl, HomoloGene
Syngr4	SYNGR4	MGI, PanEnsembl, HomoloGene
Spats2l	SPATS2L	MGI, PanEnsembl, HomoloGene
Magea10	MAGEA4	PanEnsembl
Magea6	MAGEA4	PanEnsembl
1700080O16Rik	MAGEA4	PanEnsembl
Magea5	MAGEA4	PanEnsembl
Magea3	MAGEA4	PanEnsembl
Magea8	MAGEA4	PanEnsembl
3830417A13Rik	MAGEA4	PanEnsembl
Magea2	MAGEA4	PanEnsembl
Magea1	MAGEA4	PanEnsembl
Magea4	MAGEA4	PanEnsembl
Prss12	PRSS12	MGI, PanEnsembl, HomoloGene
Ensa	ENSA	MGI, PanEnsembl, HomoloGene
Wdr92	WDR92	MGI, HomoloGene
Ppp3r1	WDR92	PanEnsembl
Sec31a	SEC31A	MGI, PanEnsembl, HomoloGene
Fem1a	FEM1A	MGI, PanEnsembl, HomoloGene
4931440F15Rik	FEM1A	PanEnsembl
Fastkd5	FASTKD5	MGI, PanEnsembl, HomoloGene
Rs1	RS1	MGI, PanEnsembl, HomoloGene
Cc2d2a	CC2D2A	MGI, PanEnsembl, HomoloGene
Col4a6	COL4A6	MGI, PanEnsembl, HomoloGene
Map10	MAP10	MGI, PanEnsembl, HomoloGene
Timm17b	TIMM17B	MGI, PanEnsembl, HomoloGene
Ggps1	GGPS1	MGI, PanEnsembl, HomoloGene
Mfap2	MFAP2	MGI, PanEnsembl, HomoloGene
Egr1	EGR1	MGI, PanEnsembl, HomoloGene
Rtkn	RTKN	MGI, PanEnsembl, HomoloGene
Hba-a2	HBA1	PanEnsembl
Hba-a1	HBA1	PanEnsembl, HomoloGene
Rom1	ROM1	MGI, PanEnsembl, HomoloGene
Msh6	MSH6	MGI, PanEnsembl, HomoloGene
Fbxo15	FBXO15	MGI, PanEnsembl, HomoloGene
Sptbn4	SPTBN4	MGI, PanEnsembl, HomoloGene
Gltpd2	GLTPD2	MGI, PanEnsembl, HomoloGene
Grxcr2	GRXCR2	MGI, PanEnsembl, HomoloGene
Zfp433	ZNF433	MGI
LOC102635315	ZNF433	HomoloGene
Sppl2c	SPPL2C	MGI, PanEnsembl, HomoloGene
Cldn9	CLDN9	MGI, PanEnsembl, HomoloGene
Pip5k1a	PIP5K1A	MGI, PanEnsembl, HomoloGene
Gm2004	ZNF699	PanEnsembl
Gm14419	ZNF699	PanEnsembl
Gm10324	ZNF699	PanEnsembl
Zfp433	ZNF699	PanEnsembl
5430403G16Rik	ZNF699	PanEnsembl
C6	C6	MGI, PanEnsembl, HomoloGene
Ube2l3	UBE2L3	MGI, PanEnsembl, HomoloGene
Zfp184	ZNF184	MGI, PanEnsembl, HomoloGene
Tmcc1	TMCC1	MGI, PanEnsembl, HomoloGene
Dppa5a	DPPA5	MGI, PanEnsembl, HomoloGene
Gm10112	DPPA5	PanEnsembl
Gm5250	DPPA5	PanEnsembl
Prss23	PRSS23	MGI, PanEnsembl, HomoloGene
Rps2	RPS2	MGI, HomoloGene
Rps2-ps6	RPS2	PanEnsembl
Htr5a	HTR5A	MGI, PanEnsembl, HomoloGene
Slc7a11	SLC7A11	MGI, PanEnsembl, HomoloGene
Dok1	DOK1	MGI, PanEnsembl, HomoloGene
Cish	CISH	MGI, PanEnsembl, HomoloGene
Nppc	NPPC	MGI, PanEnsembl, HomoloGene
Dnhd1	DNHD1	MGI, PanEnsembl, HomoloGene
Dbx2	DBX2	MGI, PanEnsembl, HomoloGene
Sox11	SOX11	MGI, PanEnsembl, HomoloGene
Sox13	SOX13	MGI, PanEnsembl, HomoloGene
Tmprss7	TMPRSS7	MGI, PanEnsembl, HomoloGene
Zfpm2	ZFPM2	MGI, PanEnsembl, HomoloGene
Lysmd2	LYSMD2	MGI, PanEnsembl, HomoloGene
Magt1	MAGT1	MGI, PanEnsembl, HomoloGene
